date,voteno,bill,vote,mpid,first_name,surname,party,url
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40289,Diane,Abbott,Lab,http://publicwhip.com/mp.php?mpid=40289
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40684,Debbie,Abrahams,Lab,http://publicwhip.com/mp.php?mpid=40684
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40523,Nigel,Adams,Con,http://publicwhip.com/mp.php?mpid=40523
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40661,Adam,Afriyie,Con,http://publicwhip.com/mp.php?mpid=40661
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40185,Bob,Ainsworth,Lab,http://publicwhip.com/mp.php?mpid=40185
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40638,Peter,Aldous,Con,http://publicwhip.com/mp.php?mpid=40638
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40331,Danny,Alexander,LDem,http://publicwhip.com/mp.php?mpid=40331
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40474,Douglas,Alexander,Lab,http://publicwhip.com/mp.php?mpid=40474
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40363,Heidi,Alexander,Lab,http://publicwhip.com/mp.php?mpid=40363
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40075,Rushanara,Ali,Lab,http://publicwhip.com/mp.php?mpid=40075
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40461,Graham,Allen,Lab,http://publicwhip.com/mp.php?mpid=40461
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40565,David,Amess,Con,http://publicwhip.com/mp.php?mpid=40565
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40095,David,Anderson,Lab,http://publicwhip.com/mp.php?mpid=40095
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,tellno,40489,Stuart,Andrew,Con,http://publicwhip.com/mp.php?mpid=40489
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40439,James,Arbuthnot,Con,http://publicwhip.com/mp.php?mpid=40439
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40686,Jonathan,Ashworth,Lab,http://publicwhip.com/mp.php?mpid=40686
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40210,Ian,Austin,Lab,http://publicwhip.com/mp.php?mpid=40210
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40549,Richard,Bacon,Con,http://publicwhip.com/mp.php?mpid=40549
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40647,Adrian,Bailey,Lab,http://publicwhip.com/mp.php?mpid=40647
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40274,William,Bain,Lab,http://publicwhip.com/mp.php?mpid=40274
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40362,Norman,Baker,LDem,http://publicwhip.com/mp.php?mpid=40362
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40676,Steven,Baker,Con,http://publicwhip.com/mp.php?mpid=40676
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40053,Tony,Baldry,Con,http://publicwhip.com/mp.php?mpid=40053
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40654,Harriett,Baldwin,Con,http://publicwhip.com/mp.php?mpid=40654
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40411,Edward,Balls,Lab,http://publicwhip.com/mp.php?mpid=40411
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40464,Gordon,Banks,Lab,http://publicwhip.com/mp.php?mpid=40464
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40436,Stephen,Barclay,Con,http://publicwhip.com/mp.php?mpid=40436
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40077,Gregory,Barker,Con,http://publicwhip.com/mp.php?mpid=40077
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40059,John,Baron,Con,http://publicwhip.com/mp.php?mpid=40059
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40508,Kevin,Barron,Lab,http://publicwhip.com/mp.php?mpid=40508
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40190,Gavin,Barwell,Con,http://publicwhip.com/mp.php?mpid=40190
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40682,Hugh,Bayley,Lab,http://publicwhip.com/mp.php?mpid=40682
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40035,Guto,Bebb,Con,http://publicwhip.com/mp.php?mpid=40035
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40202,Margaret,Beckett,Lab,http://publicwhip.com/mp.php?mpid=40202
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40037,Anne,Begg,Lab,http://publicwhip.com/mp.php?mpid=40037
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40073,Alan,Beith,LDem,http://publicwhip.com/mp.php?mpid=40073
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40400,Stuart,Bell,Lab,http://publicwhip.com/mp.php?mpid=40400
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40454,Henry,Bellingham,Con,http://publicwhip.com/mp.php?mpid=40454
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40353,Hilary,Benn,Lab,http://publicwhip.com/mp.php?mpid=40353
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40102,Joe,Benton,Lab,http://publicwhip.com/mp.php?mpid=40102
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40418,Richard,Benyon,Con,http://publicwhip.com/mp.php?mpid=40418
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40406,Paul,Beresford,Con,http://publicwhip.com/mp.php?mpid=40406
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40372,Luciana,Berger,Lab,http://publicwhip.com/mp.php?mpid=40372
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40507,Jake,Berry,Con,http://publicwhip.com/mp.php?mpid=40507
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40526,Clive,Betts,Lab,http://publicwhip.com/mp.php?mpid=40526
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40317,Andrew,Bingham,Con,http://publicwhip.com/mp.php?mpid=40317
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40457,Brian,Binley,Con,http://publicwhip.com/mp.php?mpid=40457
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40132,Gordon,Birtwistle,LDem,http://publicwhip.com/mp.php?mpid=40132
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40300,Bob,Blackman,Con,http://publicwhip.com/mp.php?mpid=40300
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40174,Roberta,Blackman-Woods,Lab,http://publicwhip.com/mp.php?mpid=40174
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40472,Nicola,Blackwood,Con,http://publicwhip.com/mp.php?mpid=40472
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40517,Hazel,Blears,Lab,http://publicwhip.com/mp.php?mpid=40517
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40401,Tom,Blenkinsop,Lab,http://publicwhip.com/mp.php?mpid=40401
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40525,Paul,Blomfield,Lab,http://publicwhip.com/mp.php?mpid=40525
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40527,David,Blunkett,Lab,http://publicwhip.com/mp.php?mpid=40527
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40496,Crispin,Blunt,Con,http://publicwhip.com/mp.php?mpid=40496
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40283,Nicholas,Boles,Con,http://publicwhip.com/mp.php?mpid=40283
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40641,Peter,Bone,Con,http://publicwhip.com/mp.php?mpid=40641
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40674,Peter,Bottomley,Con,http://publicwhip.com/mp.php?mpid=40674
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40574,Karen,Bradley,Con,http://publicwhip.com/mp.php?mpid=40574
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40254,Ben,Bradshaw,Lab,http://publicwhip.com/mp.php?mpid=40254
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40041,Graham,Brady,Con,http://publicwhip.com/mp.php?mpid=40041
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40152,Tom,Brake,LDem,http://publicwhip.com/mp.php?mpid=40152
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40219,Angie,Bray,Con,http://publicwhip.com/mp.php?mpid=40219
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40144,Julian,Brazier,Con,http://publicwhip.com/mp.php?mpid=40144
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40148,Kevin,Brennan,Lab,http://publicwhip.com/mp.php?mpid=40148
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40453,Andrew,Bridgen,Con,http://publicwhip.com/mp.php?mpid=40453
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40660,Steve,Brine,Con,http://publicwhip.com/mp.php?mpid=40660
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40466,James,Brokenshire,Con,http://publicwhip.com/mp.php?mpid=40466
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40395,Annette,Brooke,LDem,http://publicwhip.com/mp.php?mpid=40395
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40348,Gordon,Brown,Lab,http://publicwhip.com/mp.php?mpid=40348
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40650,Lyn,Brown,Lab,http://publicwhip.com/mp.php?mpid=40650
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40420,Nick,Brown,Lab,http://publicwhip.com/mp.php?mpid=40420
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40213,Russell,Brown,Lab,http://publicwhip.com/mp.php?mpid=40213
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40600,Jeremy,Browne,LDem,http://publicwhip.com/mp.php?mpid=40600
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40182,Fiona,Bruce,Con,http://publicwhip.com/mp.php?mpid=40182
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40280,Malcolm,Bruce,LDem,http://publicwhip.com/mp.php?mpid=40280
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40497,Chris,Bryant,Lab,http://publicwhip.com/mp.php?mpid=40497
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40655,Karen,Buck,Lab,http://publicwhip.com/mp.php?mpid=40655
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40555,Robert,Buckland,Con,http://publicwhip.com/mp.php?mpid=40555
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40085,Richard,Burden,Lab,http://publicwhip.com/mp.php?mpid=40085
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40143,Aidan,Burley,Con,http://publicwhip.com/mp.php?mpid=40143
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40361,Andy,Burnham,Lab,http://publicwhip.com/mp.php?mpid=40361
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40106,Conor,Burns,Con,http://publicwhip.com/mp.php?mpid=40106
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40161,Simon,Burns,Con,http://publicwhip.com/mp.php?mpid=40161
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40248,David,Burrowes,Con,http://publicwhip.com/mp.php?mpid=40248
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40594,Paul,Burstow,LDem,http://publicwhip.com/mp.php?mpid=40594
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40435,Alistair,Burt,Con,http://publicwhip.com/mp.php?mpid=40435
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40537,Lorely,Burt,LDem,http://publicwhip.com/mp.php?mpid=40537
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40449,Dan,Byles,Con,http://publicwhip.com/mp.php?mpid=40449
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40083,Liam,Byrne,Lab,http://publicwhip.com/mp.php?mpid=40083
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40618,Vincent,Cable,LDem,http://publicwhip.com/mp.php?mpid=40618
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40623,Alun,Cairns,Con,http://publicwhip.com/mp.php?mpid=40623
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40330,David,Cairns,Lab,http://publicwhip.com/mp.php?mpid=40330
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40665,David,Cameron,Con,http://publicwhip.com/mp.php?mpid=40665
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40619,Alan,Campbell,Lab,http://publicwhip.com/mp.php?mpid=40619
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40229,Gregory,Campbell,DUP,http://publicwhip.com/mp.php?mpid=40229
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40438,Menzies,Campbell,LDem,http://publicwhip.com/mp.php?mpid=40438
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40096,Ronnie,Campbell,Lab,http://publicwhip.com/mp.php?mpid=40096
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40469,Alistair,Carmichael,LDem,http://publicwhip.com/mp.php?mpid=40469
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40590,Neil,Carmichael,Con,http://publicwhip.com/mp.php?mpid=40590
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40175,Douglas,Carswell,Con,http://publicwhip.com/mp.php?mpid=40175
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40584,William,Cash,Con,http://publicwhip.com/mp.php?mpid=40584
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40282,Martin,Caton,Lab,http://publicwhip.com/mp.php?mpid=40282
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40694,Sarah,Champion,Lab,http://publicwhip.com/mp.php?mpid=40694
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40196,Jenny,Chapman,Lab,http://publicwhip.com/mp.php?mpid=40196
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40270,Rehman,Chishti,Con,http://publicwhip.com/mp.php?mpid=40270
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,tellaye,40171,Christopher,Chope,Con,http://publicwhip.com/mp.php?mpid=40171
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40314,James,Clappison,Con,http://publicwhip.com/mp.php?mpid=40314
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40617,Greg,Clark,Con,http://publicwhip.com/mp.php?mpid=40617
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40429,Katy,Clark,Lab,http://publicwhip.com/mp.php?mpid=40429
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40513,Kenneth,Clarke,Con,http://publicwhip.com/mp.php?mpid=40513
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40179,Tom,Clarke,Lab,http://publicwhip.com/mp.php?mpid=40179
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40528,Nicholas,Clegg,LDem,http://publicwhip.com/mp.php?mpid=40528
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40603,Geoffrey,Clifton-Brown,Con,http://publicwhip.com/mp.php?mpid=40603
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40194,Ann,Clwyd,Lab,http://publicwhip.com/mp.php?mpid=40194
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40269,Vernon,Coaker,Lab,http://publicwhip.com/mp.php?mpid=40269
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40578,Ann,Coffey,Lab,http://publicwhip.com/mp.php?mpid=40578
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40591,Therese,Coffey,Con,http://publicwhip.com/mp.php?mpid=40591
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40262,Damian,Collins,Con,http://publicwhip.com/mp.php?mpid=40262
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40481,Oliver,Colvile,Con,http://publicwhip.com/mp.php?mpid=40481
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40369,Michael,Connarty,Lab,http://publicwhip.com/mp.php?mpid=40369
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40651,Rosie,Cooper,Lab,http://publicwhip.com/mp.php?mpid=40651
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40427,Yvette,Cooper,Lab,http://publicwhip.com/mp.php?mpid=40427
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40334,Jeremy,Corbyn,Lab,http://publicwhip.com/mp.php?mpid=40334
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40613,Geoffrey,Cox,Con,http://publicwhip.com/mp.php?mpid=40613
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40487,Stephen,Crabb,Con,http://publicwhip.com/mp.php?mpid=40487
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40099,David,Crausby,Lab,http://publicwhip.com/mp.php?mpid=40099
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40625,Mary,Creagh,Lab,http://publicwhip.com/mp.php?mpid=40625
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40629,Stella,Creasy,Lab,http://publicwhip.com/mp.php?mpid=40629
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40242,Michael,Crockart,LDem,http://publicwhip.com/mp.php?mpid=40242
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40159,Tracey,Crouch,Con,http://publicwhip.com/mp.php?mpid=40159
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40195,Jon,Cruddas,Lab,http://publicwhip.com/mp.php?mpid=40195
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40366,John,Cryer,Lab,http://publicwhip.com/mp.php?mpid=40366
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40579,Alex,Cunningham,Lab,http://publicwhip.com/mp.php?mpid=40579
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40187,Jim,Cunningham,Lab,http://publicwhip.com/mp.php?mpid=40187
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40672,Tony,Cunningham,Lab,http://publicwhip.com/mp.php?mpid=40672
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40272,Margaret,Curran,Lab,http://publicwhip.com/mp.php?mpid=40272
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40520,Nicholas,Dakin,Lab,http://publicwhip.com/mp.php?mpid=40520
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40501,Simon,Danczuk,Lab,http://publicwhip.com/mp.php?mpid=40501
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40241,Alistair,Darling,Lab,http://publicwhip.com/mp.php?mpid=40241
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40343,Edward,Davey,LDem,http://publicwhip.com/mp.php?mpid=40343
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40137,Wayne,David,Lab,http://publicwhip.com/mp.php?mpid=40137
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40277,Ian,Davidson,Lab,http://publicwhip.com/mp.php?mpid=40277
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40407,David,Davies,Con,http://publicwhip.com/mp.php?mpid=40407
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,no,40597,Geraint,Davies,Lab,http://publicwhip.com/mp.php?mpid=40597
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40408,Glyn,Davies,Con,http://publicwhip.com/mp.php?mpid=40408
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,aye,40531,Philip,Davies,Con,http://publicwhip.com/mp.php?mpid=40531
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40293,David,Davis,Con,http://publicwhip.com/mp.php?mpid=40293
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40247,Nick,de Bois,Con,http://publicwhip.com/mp.php?mpid=40247
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40048,Gloria,De Piero,Lab,http://publicwhip.com/mp.php?mpid=40048
2013-02-06,157,Opposition Day - [16th Allotted Day: First Part] - Suicide Prevention - Provision of Information by the Council,absent,40563,John,Denham,Lab,http://publicwhip.com/mp.php?mpid=40563
